2.204,4.46379,7.30429,6.894,1.60781,4.7374,
7.117,4.35412,8.77813,10.031,1.50096,12.0868,
1.288,3.66469,7.15748,11.041,1.60074,11.5018,
7.199,3.78462,6.20912,15.065,0.784997,10.411,
7.373,3.57989,6.60003,4.361,0.832836,5.66416,
4.849,4.13504,8.85382,4.857,0.444786,4.00406,
0.758,5.07991,5.13006,4.571,0.429827,8.1879,
6.649,3.9335,8.76671,15.203,1.49998,11.429,
1.326,3.77679,6.77565,9.356,1.41959,9.48398,
5.903,3.97594,6.00351,32.637,1.36622,13.5503,
1.973,3.70457,6.77474,4.82,0.434359,3.72549,
7.916,4.3108,3.12433,16.026,0.903706,12.2401,
3.165,4.47921,6.67609,-1,0.396901,4.47193,
2.076,3.83515,5.99792,9.141,1.07039,10.1435,
5.813,4.56812,5.10208,4.858,0.482046,7.07408,
7.887,4.49863,6.26848,10.007,1.03389,7.70159,
1.746,3.65745,6.84976,8.4,1.35844,12.0149,
2.773,3.65395,6.30877,5.93,0.953194,7.09764,
2.133,4.10166,6.60581,-1,0.320122,2.42787,
3.813,3.74262,8.10653,25.553,2.48473,18.5456,
3.378,3.5898,4.72285,2.305,0.332185,1.56225,
8.702,4.11371,6.3327,7.146,0.74415,5.88225,
1.706,4.19424,7.06422,14.39,0.299115,1.74175,
9.052,4.21617,6.32961,17.111,2.78344,21.3692,
7.173,4.02418,5.72687,16.226,2.0445,17.0075,
8.211,3.49594,6.9373,3.48,0.389108,5.42682,
5.038,4.07823,6.0058,23.375,1.45399,11.5133,
9.029,4.11985,6.18605,3.119,0.505455,8.85015,
4.499,3.70903,7.61777,10.574,1.47265,5.29117,
6.169,3.49738,6.55731,6.255,1.30645,9.25806,
3.399,3.79277,6.84829,8.223,0.537195,8.9202,
2.895,3.66806,7.52465,8.603,1.6094,4.83172,
15.7,3.63969,5.0449,16.228,1.11619,13.0357,
1.645,3.90087,6.50429,-1,0.863924,10.5874,
6.188,4.39955,5.04322,5.699,0.587735,7.63845,
1.715,3.85272,4.71259,27.291,1.60233,12.4709,
5.101,3.70114,6.18548,1.875,0.237157,1.30963,
6.102,3.91798,8.63956,6.355,1.24764,10.1451,
8.353,3.75426,6.9798,21.614,1.48577,10.5033,
6.457,4.12142,6.64973,2.95,0.384836,5.37067,
6.644,4.3898,6.68709,7.378,0.382402,5.3389,
1.277,4.05782,5.40034,6.444,1.31373,13.6951,
2.865,3.75347,4.6635,7.758,1.18253,10.3506,
10.824,4.27454,7.39543,11.442,1.5279,13.8907,
3.252,3.68265,5.40746,8.881,1.4832,5.10338,
8.385,3.39513,6.936,3.974,0.440032,4.01624,
2.754,3.98865,5.3114,3.001,0.484156,7.31566,
3.613,4.17593,6.99231,3.91,0.531015,8.72083,
1.266,3.8674,6.96238,2.238,0.326798,1.45497,
3.164,4.35404,7.27732,10.24,1.59392,11.383,
1.478,3.53775,7.35344,10.374,1.57716,5.23941,
8.689,3.97131,6.18078,5.226,0.409329,3.27958,
6.507,4.02407,8.76032,5.125,1.25526,9.42439,
1.595,3.59343,5.20938,2.604,0.489731,7.19366,
3.489,3.80817,4.4204,12.315,0.349081,1.91607,
6.503,4.2433,4.9485,9.196,1.43794,9.84395,
3.456,4.04428,8.15418,-1,1.78978,15.5037,
2.776,4.12877,8.94303,2.907,0.387377,5.24539,
8.902,4.07173,6.71075,-1,0.220258,0.885566,
3.196,3.68362,6.77089,3.94,0.431675,3.76761,
1.599,3.84786,4.78761,7.089,0.474035,6.82884,
3.021,3.8455,6.22583,8.615,0.222833,0.798764,
1.718,4.35509,5.43437,15.566,1.58434,12.0578,
4.528,3.69621,4.80222,12.981,1.50213,5.61497,
1.37,4.29782,6.38878,5.432,0.963778,7.47806,
4.764,3.97165,8.77667,4.56,0.44233,3.95337,
1.769,4.34737,6.83106,4.032,0.449675,4.14523,
3.099,3.73708,6.1323,7.408,1.42372,10.0045,
7.014,4.4141,4.96515,6.401,1.62102,4.94148,
1.48,4.08725,6.95229,5.891,0.535271,8.71029,
4.137,4.01756,4.82867,3.031,0.325782,1.44805,
1.267,4.41706,6.86876,5.911,0.443832,4.0748,
10.869,3.77981,6.49693,3.804,0.222338,0.748625,
2.884,3.68307,5.23197,10.761,0.264455,1.49957,
2.649,4.42,8.26463,28.611,2.50661,18.6971,
1.869,4.23923,6.93126,4.653,0.382416,5.23829,
2.749,3.86809,6.5752,-1,1.93469,16.3106,
8.332,3.85056,4.7441,9.474,1.63455,5.1569,
2.353,4.39001,7.04903,-1,1.93957,19.7206,
2.05,3.77657,6.95802,11.961,1.51068,11.4764,
12.196,4.14928,9.091,4.599,0.44489,4.03906,
4.689,3.94367,9.30377,2.917,0.385821,5.19186,
6.16,4.03335,6.62705,4.714,0.447606,4.03758,
1.893,4.0614,6.82773,-1,2.11375,13.9379,
4.263,3.59363,7.34868,3.801,0.175729,4.21882,
4.218,4.64628,7.29379,9.692,0.275426,1.01539,
4.1,4.51738,7.97407,39.184,2.47193,18.3653,
1.355,4.38151,6.00017,-1,2.16368,21.8303,
10.357,4.02762,6.9986,10.393,1.86359,12.8705,
6.138,3.72369,6.00067,20.421,1.35031,11.7199,
2.422,3.86271,8.92907,9.553,1.35215,9.45585,
1.343,3.89686,6.97535,3.73,1.43084,9.63935,
6.392,3.66212,4.50594,10.983,1.65027,5.40606,
10.4,4.25062,6.19522,5.83,1.67508,15.1173,
2.392,3.67584,6.37067,-1,1.93586,7.33795,
9.034,3.81326,8.93509,6.722,0.418268,3.80258,
9.784,3.81645,6.95436,35.897,1.90053,14.7571,
3.223,3.9557,7.00141,4.422,0.467286,6.80107,
5.348,3.67392,6.60433,3.937,0.436664,3.936,
2.615,3.47644,5.52519,7.53,1.58579,4.5887,
